method_code,label
"public String lookup(LogEvent event, String var) {
    if (var == null) {
        return null;
    }
    int prefixPos = var.indexOf(PREFIX_SEPARATOR);
    if (prefixPos >= 0) {
        String prefix = var.substring(0, prefixPos);
        String name = var.substring(prefixPos + 1);
        StrLookup lookup = lookups.get(prefix);
        String value = null;
        if (lookup != null) {
            value = event == null ? lookup.lookup(name) : lookup.lookup(event, name);
        }
        if (value != null) {
            return value;
        }
        var = var.substring(prefixPos);
    }
    if (defaultLookup != null) {
        return event == null ? defaultLookup.lookup(var) : defaultLookup.lookup(event, var);
    }
    return null;
}",1
"protected void burstToken(String token, boolean stopAtNonOption) {
    Option currentOption;
    for (int i = 1; i < token.length(); i++) {
        String ch = String.valueOf(token.charAt(i));
        if (options.hasOption(ch)) {
            tokens.add(""-"" + ch);
            currentOption = options.getOption(ch);
            if (currentOption.hasArg() && (token.length() != (i + 1))) {
                tokens.add(token.substring(i + 1));
                break;
            }
        } else if (stopAtNonOption) {
            processNonOptionToken(token.substring(i));
            break;
        } else {
            tokens.add(token);
            break;
        }
    }
}",1
"@Override
public double dotProduct(RealVector v) {
    if (v instanceof ArrayRealVector) {
        final double[] vData = ((ArrayRealVector) v).data;
        checkVectorDimensions(vData.length);
        double dot = 0;
        for (int i = 0; i < data.length; i++) {
            dot += data[i] * vData[i];
        }
        return dot;
    } else {
        checkVectorDimensions(v);
        double dot = 0;
        Iterator<Entry> it = v.sparseIterator();
        while (it.hasNext()) {
            final Entry e = it.next();
            dot += data[e.getIndex()] * e.getValue();
        }
        return dot;
    }
}",1
"private Property internalRemoveProperty(final String jcrName) throws RepositoryException {
    final String oakName = getOakName(checkNotNull(jcrName));
    return perform(new ItemWriteOperation<Property>(""internalRemoveProperty"") {

        @Nonnull
        @Override
        public Property perform() throws RepositoryException {
            PropertyDelegate property = dlg.getPropertyOrNull(oakName);
            if (property != null) {
                property.remove();
            } else {
                                property = dlg.getProperty(oakName);
            }
            return new PropertyImpl(property, sessionContext);
        }

        @Override
        public String toString() {
            return String.format(""Removing property [%s]"", jcrName);
        }
    });
}",1
"@Override
public void internalAttach() {
        try {
        super.internalAttach();
                final int size = children_size();
        for (int i = 0; i < size; i++) {
                        final Component child = children_get(i);
                        if (!(child instanceof IFeedback)) {
                                child.internalAttach();
            }
        }
    } catch (RuntimeException ex) {
        if (ex instanceof WicketRuntimeException) {
            throw ex;
        } else {
            throw new WicketRuntimeException(""Error attaching this container for rendering: "" + this, ex);
        }
    }
}",1
"public static String join(Object[] array, String separator, int startIndex, int endIndex) {
    if (array == null) {
        return null;
    }
    if (separator == null) {
        separator = EMPTY;
    }
            int noOfItems = (endIndex - startIndex);
    if (noOfItems <= 0) {
        return EMPTY;
    }
    StringBuilder buf = new StringBuilder((array[startIndex] == null ? 16 : array[startIndex].toString().length()) + separator.length());
    for (int i = startIndex; i < endIndex; i++) {
        if (i > startIndex) {
            buf.append(separator);
        }
        if (array[i] != null) {
            buf.append(array[i]);
        }
    }
    return buf.toString();
}",1
"public Directory wrapForRead(String indexPath, IndexDefinition definition, Directory remote) throws IOException {
    Directory local = createLocalDirForIndexReader(indexPath, definition);
    return new CopyOnReadDirectory(remote, local, prefetchEnabled, indexPath, getSharedWorkingSet(definition));
}",1
"public double getContractionCriterion() {
    return contractionCriterion;
}",1
"public boolean triggerCheckpoint(final long timestamp) {
    if (shutdown) {
        LOG.error(""Cannot trigger checkpoint, checkpoint coordinator has been shutdown."");
        return false;
    }
    final long checkpointID = checkpointIdCounter.getAndIncrement();
    LOG.info(""Triggering checkpoint "" + checkpointID + "" @ "" + timestamp);
    try {
                        ExecutionAttemptID[] triggerIDs = new ExecutionAttemptID[tasksToTrigger.length];
        for (int i = 0; i < tasksToTrigger.length; i++) {
            Execution ee = tasksToTrigger[i].getCurrentExecutionAttempt();
            if (ee != null) {
                triggerIDs[i] = ee.getAttemptId();
            } else {
                LOG.info(""Checkpoint triggering task {} is not being executed at the moment. Aborting checkpoint."", tasksToTrigger[i].getSimpleName());
                return false;
            }
        }
                        Map<ExecutionAttemptID, ExecutionVertex> ackTasks = new HashMap<ExecutionAttemptID, ExecutionVertex>(tasksToWaitFor.length);
        for (ExecutionVertex ev : tasksToWaitFor) {
            Execution ee = ev.getCurrentExecutionAttempt();
            if (ee != null) {
                ackTasks.put(ee.getAttemptId(), ev);
            } else {
                LOG.info(""Checkpoint acknowledging task {} is not being executed at the moment. Aborting checkpoint."", ev.getSimpleName());
                return false;
            }
        }
                final PendingCheckpoint checkpoint = new PendingCheckpoint(job, checkpointID, timestamp, ackTasks);
                TimerTask canceller = new TimerTask() {

            @Override
            public void run() {
                try {
                    synchronized (lock) {
                                                if (!checkpoint.isDiscarded()) {
                            LOG.info(""Checkpoint "" + checkpointID + "" expired before completing."");
                            checkpoint.discard(userClassLoader, true);
                            pendingCheckpoints.remove(checkpointID);
                            rememberRecentCheckpointId(checkpointID);
                        }
                    }
                } catch (Throwable t) {
                    LOG.error(""Exception while handling checkpoint timeout"", t);
                }
            }
        };
        synchronized (lock) {
            if (shutdown) {
                throw new IllegalStateException(""Checkpoint coordinator has been shutdown."");
            }
            pendingCheckpoints.put(checkpointID, checkpoint);
            timer.schedule(canceller, checkpointTimeout);
        }
                for (int i = 0; i < tasksToTrigger.length; i++) {
            ExecutionAttemptID id = triggerIDs[i];
            TriggerCheckpoint message = new TriggerCheckpoint(job, id, checkpointID, timestamp);
            tasksToTrigger[i].sendMessageToCurrentExecution(message, id);
        }
        numUnsuccessfulCheckpointsTriggers.set(0);
        return true;
    } catch (Throwable t) {
        int numUnsuccessful = numUnsuccessfulCheckpointsTriggers.incrementAndGet();
        LOG.warn(""Failed to trigger checkpoint ("" + numUnsuccessful + "" consecutive failed attempts so far)"", t);
        synchronized (lock) {
            PendingCheckpoint checkpoint = pendingCheckpoints.remove(checkpointID);
            if (checkpoint != null && !checkpoint.isDiscarded()) {
                checkpoint.discard(userClassLoader, true);
            }
        }
        return false;
    }
}",0
"@Override
public double evaluate(final double[] values, final int begin, final int length) {
    double sumSq = Double.NaN;
    if (test(values, begin, length)) {
        sumSq = 0.0;
        for (int i = begin; i < begin + length; i++) {
            sumSq += values[i] * values[i];
        }
    }
    return sumSq;
}",1
